Customer_ID,Age,Gender,Location,Category,Item_Purchased,Purchase_Amount,Quantity,Payment_Method,Season,Discount_Applied,Promo_Code_Used,Subscription_Status,Shipping_Type,Review_Rating,Previous_Purchases,Frequency_of_Purchases,Purchase_Date
100102,45,Male,Kochi,Books,Programming Book,1605.52,2,Net Banking,Autumn,Yes,Yes,No,Express,4.7,16,Weekly,22-03-2024
100103,45,Male,Coimbatore,Grocery,Milk,1008.56,1,Debit Card,Winter,No,No,Yes,Express,3.6,36,Weekly,17-03-2024
100104,27,Female,Bengaluru,Sports,Yoga Mat,2213.78,2,Debit Card,Autumn,No,No,No,Express,3.5,5,Weekly,11-09-2025
100105,26,Female,Bhopal,Footwear,Running Shoes,2680.63,3,Credit Card,Spring,Yes,Yes,No,Standard,4.1,11,Yearly,29-07-2025
100106,62,Female,Visakhapatnam,Clothing,Jacket,1051.87,1,Cash,Summer,Yes,Yes,No,Same Day,3.6,14,Yearly,30-03-2024
100107,36,Female,Pune,Grocery,Milk,1837.16,2,Debit Card,Summer,No,No,Yes,Standard,5,12,Monthly,20-05-2025
100108,53,Male,Mysuru,Electronics,Tablet,22684.93,1,Debit Card,Winter,No,No,No,Same Day,4.1,11,Yearly,22-06-2025
100109,22,Female,Coimbatore,Sports,Dumbbells,8417.22,3,Credit Card,Summer,Yes,Yes,No,Standard,3.2,2,Weekly,07-05-2024
100110,32,Female,Surat,Footwear,Boots,6338.03,1,Debit Card,Summer,No,No,Yes,Same Day,4.7,28,Quarterly,08-05-2024
100111,55,Male,Pune,Home Decor,Vase,4054.78,5,Debit Card,Spring,No,No,No,Standard,5,16,Quarterly,28-10-2025
100112,52,Female,Jaipur,Beauty,Shampoo,1552.25,4,Debit Card,Winter,Yes,No,No,Standard,4.8,20,Weekly,10-06-2024
100113,63,Female,Indore,Books,Programming Book,2444.59,2,Debit Card,Spring,Yes,Yes,No,Express,4.2,6,Yearly,10-09-2024
100114,44,Male,Pune,Footwear,Sneakers,5824.91,5,Debit Card,Summer,No,No,Yes,Standard,4.5,32,Yearly,11-06-2025
100115,50,Female,Kolkata,Books,Programming Book,734.07,3,UPI,Spring,Yes,No,No,Express,3.2,15,Yearly,19-10-2024
100116,66,Female,Indore,Electronics,Laptop,5904.85,1,Net Banking,Summer,No,No,No,Express,4.2,8,Quarterly,16-03-2024
100117,61,Male,Delhi,Sports,Tennis Racket,11720.93,4,Debit Card,Autumn,Yes,No,No,Same Day,5.0,17,Monthly,08-09-2025
100118,48,Female,Delhi,Sports,Tennis Racket,7590.12,5,Credit Card,Autumn,Yes,Yes,Yes,Same Day,3.9,10,Quarterly,15-06-2024
100119,50,Female,Vijayawada,Sports,Tennis Racket,4157.65,1,Debit Card,Autumn,No,No,No,Same Day,4.6,9,Quarterly,05-12-2025
100120,67,Male,Bengaluru,Electronics,Headphones,16670.47,2,Net Banking,Winter,No,No,No,Standard,4.5,20,Monthly,02-02-2024
100121,31,Female,Surat,Clothing,Jeans,3987.38,4,UPI,Summer,Yes,Yes,Yes,Same Day,4.3,28,Yearly,22-06-2025
100122,39,Female,Ahmedabad,Sports,Yoga Mat,7632.86,2,Credit Card,Autumn,No,No,No,Same Day,4.6,14,Quarterly,18-08-2024
100123,68,Female,Jaipur,Home Decor,Wall Art,994.68,5,Cash,Winter,Yes,Yes,No,Express,5,15,Quarterly,13-02-2024
100124,65,Female,Visakhapatnam,Home Decor,Lamp,1451.79,5,Debit Card,Autumn,No,No,Yes,Standard,3.9,36,Weekly,22-09-2025
100125,24,Female,Lucknow,Beauty,Face Wash,2208.6,1,Credit Card,Spring,Yes,Yes,Yes,Same Day,4.5,41,Yearly,03-05-2025
100126,59,Male,Patna,Beauty,Perfume,2268.32,1,Credit Card,Winter,Yes,No,Yes,Standard,4.2,49,Weekly,10-02-2025
100127,18,Female,Vijayawada,Books,Biography,1606.26,3,Debit Card,Winter,No,No,No,Same Day,3.6,9,Monthly,31-05-2025
100128,59,Female,Pune,Books,Science Book,281.69,3,Debit Card,Summer,Yes,No,Yes,Standard,4.0,15,Yearly,13-03-2025
100129,38,Male,Hyderabad,Grocery,Rice,799.81,2,Cash,Autumn,Yes,Yes,No,Express,3.9,3,Weekly,24-09-2024
100130,43,Female,Mumbai,Grocery,Milk,1669.04,3,Debit Card,Summer,Yes,Yes,Yes,Standard,5.0,50,Monthly,04-05-2025
100131,48,Male,Kolkata,Footwear,Running Shoes,4986.15,5,UPI,Winter,Yes,No,No,Same Day,4.1,19,Weekly,04-03-2024
100132,25,Male,Vijayawada,Beauty,Shampoo,1568.72,5,Cash,Spring,Yes,Yes,No,Express,4.0,5,Monthly,09-06-2025
100133,69,Female,Hyderabad,Sports,Dumbbells,5234.63,1,Credit Card,Spring,No,No,No,Standard,3.5,17,Weekly,11-03-2024
100134,67,Female,Indore,Books,Novel,2483.93,4,Cash,Winter,No,No,Yes,Express,4.6,19,Weekly,30-11-2025
100135,32,Male,Hyderabad,Footwear,Boots,6864.49,4,Net Banking,Winter,Yes,Yes,Yes,Same Day,3.9,42,Yearly,20-12-2024
100136,57,Male,Kolkata,Footwear,Boots,1998.31,1,Net Banking,Spring,Yes,Yes,Yes,Express,4.4,15,Weekly,07-09-2024
100137,21,Male,Surat,Electronics,Smart Watch,24869.67,2,Net Banking,Autumn,Yes,No,No,Same Day,3.6,17,Quarterly,30-08-2024
100138,21,Male,Kochi,Home Decor,Curtains,3468.35,1,Debit Card,Winter,Yes,Yes,No,Same Day,3.8,16,Quarterly,14-12-2025
100139,33,Male,Jaipur,Sports,Dumbbells,10404.46,2,Cash,Spring,Yes,Yes,Yes,Same Day,3.8,32,Monthly,01-02-2025
100140,41,Male,Patna,Beauty,Perfume,2228.84,2,UPI,Autumn,Yes,Yes,Yes,Express,4.5,49,Weekly,15-03-2024
100141,39,Female,Hyderabad,Beauty,Shampoo,793.06,2,UPI,Winter,Yes,Yes,No,Standard,3.9,17,Yearly,02-09-2024
100142,37,Female,Indore,Grocery,Coffee,1379.48,4,Cash,Spring,No,No,No,Same Day,3.5,17,Yearly,23-11-2024
100143,32,Male,Hyderabad,Beauty,Perfume,930.17,5,Net Banking,Winter,No,No,Yes,Express,4.5,10,Yearly,06-08-2025
100144,64,Female,Coimbatore,Beauty,Moisturizer,671.05,3,Credit Card,Summer,Yes,No,No,Same Day,4.6,10,Yearly,07-07-2024
100145,60,Male,Hyderabad,Electronics,Headphones,13247.84,2,UPI,Summer,No,No,Yes,Standard,4.3,12,Weekly,24-09-2025
100146,18,Male,Surat,Books,Programming Book,1874.93,5,Debit Card,Spring,No,No,Yes,Same Day,4.7,42,Yearly,02-07-2024
100147,70,Female,Ahmedabad,Clothing,T-Shirt,4077.21,1,Debit Card,Winter,Yes,Yes,No,Express,2.8,7,Monthly,03-11-2024
100148,23,Female,Bhopal,Clothing,Hoodie,2197.26,4,UPI,Spring,No,No,No,Same Day,3.6,20,Monthly,25-03-2024
100149,24,Male,Kolkata,Books,Programming Book,725.69,5,Cash,Autumn,No,No,No,Standard,4.9,10,Quarterly,10-07-2025
100150,27,Female,Chennai,Electronics,Smartphone,10985.54,5,Credit Card,Winter,Yes,Yes,No,Same Day,3.9,10,Quarterly,28-01-2025
100151,22,Female,Mysuru,Footwear,Sneakers,5544.74,5,Cash,Autumn,Yes,Yes,No,Standard,3.6,11,Yearly,17-05-2025
100152,60,Female,Chennai,Beauty,Perfume,2362.07,3,Credit Card,Spring,Yes,Yes,No,Standard,3.5,12,Quarterly,06-06-2024
100153,37,Female,Indore,Sports,Cricket Bat,9327.08,1,Credit Card,Spring,Yes,Yes,No,Standard,3.6,10,Yearly,15-04-2024
100154,68,Female,Bhopal,Electronics,Laptop,5246.81,4,Cash,Spring,No,No,No,Same Day,4.5,2,Monthly,08-08-2025
100155,22,Male,Kochi,Footwear,Running Shoes,2438.56,3,Cash,Spring,Yes,Yes,Yes,Express,4.2,25,Yearly,31-08-2025
100156,57,Female,Lucknow,Beauty,Moisturizer,1432.62,4,Net Banking,Summer,Yes,Yes,Yes,Express,4.6,27,Quarterly,09-09-2025
100157,36,Female,Vijayawada,Beauty,Moisturizer,2389.53,3,Cash,Autumn,No,No,Yes,Express,3.4,33,Monthly,29-08-2025
100158,31,Female,Jaipur,Footwear,Flip Flops,5937.08,1,Cash,Winter,No,No,Yes,Standard,5,37,Quarterly,04-09-2024
100159,48,Female,Patna,Home Decor,Curtains,3187.69,4,Net Banking,Spring,Yes,No,No,Express,3.9,12,Weekly,21-04-2024
100160,61,Female,Lucknow,Beauty,Perfume,2904.01,4,UPI,Spring,Yes,No,Yes,Standard,3.3,47,Quarterly,15-08-2024
100161,55,Male,Indore,Beauty,Moisturizer,2993.57,4,UPI,Autumn,No,No,No,Express,4.4,14,Monthly,22-12-2024
100162,40,Female,Mumbai,Home Decor,Wall Art,2797.55,4,Debit Card,Spring,No,No,No,Express,4.1,6,Weekly,28-12-2025
100163,65,Male,Surat,Clothing,T-Shirt,1285.04,2,Debit Card,Winter,Yes,No,No,Express,4.3,20,Monthly,09-07-2024
100164,46,Female,Bhopal,Sports,Dumbbells,849.84,2,Credit Card,Autumn,No,No,Yes,Same Day,4.7,47,Weekly,14-08-2025
100165,60,Female,Surat,Clothing,Dress,4846.62,3,Net Banking,Winter,Yes,Yes,Yes,Same Day,4.0,28,Quarterly,13-04-2025
100166,25,Male,Jaipur,Footwear,Boots,1436.78,3,Credit Card,Winter,Yes,Yes,No,Express,4.4,18,Monthly,11-08-2025
100167,59,Male,Patna,Sports,Dumbbells,2668.89,3,Credit Card,Summer,No,No,Yes,Express,4.6,48,Quarterly,10-01-2024
100168,50,Female,Kochi,Books,Biography,1790.57,4,Cash,Winter,No,No,Yes,Standard,3.6,32,Weekly,01-08-2025
100169,67,Female,Vijayawada,Electronics,Smartphone,19850.37,4,Net Banking,Spring,Yes,Yes,Yes,Same Day,4.9,25,Quarterly,09-07-2025
100170,24,Male,Jaipur,Electronics,Camera,22496.2,1,Cash,Autumn,No,No,No,Express,4.8,6,Weekly,25-03-2025
100171,63,Female,Pune,Clothing,Jeans,3272.68,2,Credit Card,Spring,No,No,Yes,Same Day,4.0,45,Monthly,27-11-2024
100172,61,Male,Delhi,Home Decor,Wall Art,5787.8,4,UPI,Autumn,No,No,No,Same Day,4.5,16,Monthly,19-12-2025
100173,66,Female,Nagpur,Footwear,Sandals,1595.68,3,Cash,Winter,No,No,Yes,Express,5.0,28,Weekly,16-02-2025
100174,67,Male,Coimbatore,Home Decor,Wall Art,3918.59,3,UPI,Winter,Yes,Yes,No,Standard,4.6,15,Yearly,04-08-2024
100175,54,Female,Lucknow,Books,Science Book,2261.85,1,UPI,Spring,Yes,Yes,Yes,Same Day,4.3,26,Weekly,10-06-2024
100176,26,Female,Pune,Books,Programming Book,2217.45,3,UPI,Autumn,Yes,Yes,Yes,Express,3.7,35,Weekly,15-01-2025
100177,66,Male,Kochi,Footwear,Sneakers,4829.56,1,UPI,Summer,No,No,No,Express,4.8,9,Yearly,10-01-2024
100178,45,Male,Nagpur,Electronics,Camera,6416.57,4,UPI,Spring,No,No,Yes,Standard,4.5,15,Quarterly,11-01-2025
100179,61,Male,Chennai,Home Decor,Curtains,3323.9,1,Net Banking,Summer,No,No,No,Express,4.0,4,Monthly,25-02-2025
100180,64,Female,Indore,Books,Biography,2417.31,3,Credit Card,Summer,Yes,Yes,Yes,Express,4.5,14,Weekly,11-09-2024
100181,30,Female,Jaipur,Home Decor,Lamp,3983.17,2,Cash,Winter,Yes,Yes,No,Standard,4.2,9,Weekly,24-06-2025
100182,44,Female,Patna,Electronics,Tablet,18658.84,4,UPI,Spring,Yes,No,No,Same Day,4.9,4,Weekly,15-01-2024
100183,43,Female,Surat,Home Decor,Curtains,4672.53,4,Cash,Spring,No,No,Yes,Same Day,3.5,11,Quarterly,26-03-2024
100184,27,Female,Bhopal,Home Decor,Lamp,3642.69,1,Debit Card,Winter,No,No,No,Same Day,4.0,6,Monthly,29-02-2024
100185,56,Male,Jaipur,Beauty,Lipstick,2065.02,2,UPI,Spring,No,No,No,Same Day,4.2,3,Yearly,21-12-2024
100186,25,Male,Lucknow,Home Decor,Curtains,4900.51,3,Net Banking,Spring,No,No,No,Express,4.3,8,Weekly,23-05-2025
100187,28,Female,Pune,Books,Comics,824.01,1,Net Banking,Spring,No,No,No,Standard,4.2,15,Weekly,07-09-2024
100188,20,Female,Kolkata,Electronics,Smart Watch,11436.04,4,Debit Card,Autumn,Yes,No,No,Standard,4.2,4,Quarterly,02-05-2024
100189,43,Male,Coimbatore,Electronics,Smartphone,22320.64,3,Debit Card,Spring,No,No,Yes,Same Day,3.7,41,Quarterly,31-07-2025
100190,49,Male,Patna,Home Decor,Vase,4634.75,2,Credit Card,Spring,No,No,Yes,Express,4.3,31,Weekly,26-08-2024
100191,18,Female,Jaipur,Grocery,Milk,439.08,5,Credit Card,Winter,No,No,No,Express,5,0,Monthly,29-12-2025
100192,51,Female,Indore,Home Decor,Lamp,2913.21,1,Net Banking,Spring,No,No,Yes,Same Day,3.9,22,Monthly,14-10-2025
100193,33,Female,Ahmedabad,Sports,Football,10330.23,4,Debit Card,Autumn,Yes,No,No,Express,4.2,1,Monthly,19-05-2024
100194,44,Male,Patna,Clothing,Jeans,2112.29,2,Cash,Autumn,No,No,Yes,Express,4.4,36,Quarterly,02-05-2024
